"id","jira_parent_id",candidate_id,"project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment","project_name"
2565,1164,4086,1391,SPT-17324,2,TECH,Java,RUSSIAN,J3,DONE,"2022-08-22 06:34:22","2022-08-22 12:30:00",90.0,"Кандидат показала хорошие знания. Большую часть времени решали практические задачи. Старается логически рассуждать. В начале чувствовалось волнение, ближе к концу тех. прогона стала отвечать более уверенно. К собеседованию с заказчиком готова.

",Jusan Bank - Staff augmentation
2569,1132,3639,1391,SPT-17342,4,TECH,Angular,RUSSIAN,S1,DONE,"2022-08-22 08:43:46","2022-08-24 06:00:00",75.0,"Сильные стороны: знания по JS, развернутые ответы

Слабые стороны: расширенные фичи фреймворка

",Jusan Bank - Staff augmentation
2570,1175,13078,1389,SPT-17341,2,TECH,Java,ENGLISH,,DONE,"2022-08-22 08:37:25","2022-08-24 10:00:00",70.0,"Сильные стороны: хороший англ, гибернейт знает, постгрес

Слабые стороны: mysql. В целом обьективная оценка 64 потому как опросил много тем, в целом знания неплохие, желаю продолжать в том же духе.

",Laba_Sales
2571,1176,13073,1389,SPT-17340,2,TECH,Java,ENGLISH,,DONE,"2022-08-22 08:15:06","2022-08-24 13:00:00",70.0,"Сильные стороны:
git, sql

Слабые стороны:
spring core (scopes and @Transactional), Kafka, architecture types, 

",Laba_Sales
2573,1173,6760,1389,SPT-17338,2,TECH,dotNET,ENGLISH,,DONE,"2022-08-22 08:08:55","2022-08-24 10:00:00",60.0,"Сильные стороны: общее понимание работы микросервисной архитектуры, тестирование, Docker, администрирование БД

Слабые стороны:
селфпрезентация - было бы неплохо подготовить эту тему отдельно, чтобы выглядело уверенно и связанно
микросервисы - углубиться в понимании масштабирования, взаимодействия между микросервисами
RabbitMQ - пройти небольшой туториал по желанию
gRPC иметь понимание, как и почему данный подход работает быстрее, где его выгоднее применять
REST
docker - если есть время, то пройти туториал для Beginners
Azure DevOps - если есть время, то пройти туториал для Beginners

",Laba_Sales
2575,1171,1719,1391,SPT-17336,2,TECH,SystemAnalyst,RUSSIAN,M1,DONE,"2022-08-22 07:33:57","2022-08-23 12:00:00",85.0,"Сильные стороны: BPMN, UML

Слабые стороны: Архитектура

",Jusan Bank - Staff augmentation
2577,1174,13019,1389,SPT-17333,2,TECH,Java,ENGLISH,,DONE,"2022-08-22 07:21:52","2022-08-24 07:00:00",45.0,"Сильные стороны:motivation

Слабые стороны:db, dbs relations 

",Laba_Sales
2578,1167,11540,944,SPT-17332,2,TECH,Java,ENGLISH,M2,DONE,"2022-08-22 07:16:12","2022-08-23 12:00:00",87.0,"Сильные стороны:
Smart guy
Слабые стороны:
No experience in Cucumber

",IPF digital (Java)
2579,1172,3937,1482,SPT-17331,2,TECH,QAAutomationJS,ENGLISH,M1,DONE,"2022-08-22 07:09:40","2022-08-22 12:00:00",90.0,"Сильные стороны: хорошо развернуто отвечает на вопросы, больше по процессам поспрашивала

Слабые стороны: изучить больше особенности ts, особенности тестирования приложений для интернет магазина

",CHANTELLE
2583,1178,348,494,SPT-17350,2,TECH,Java,RUSSIAN,M1,DONE,"2022-08-22 09:43:01","2022-08-23 14:00:00",80.0,"Сильные стороны: Java Core, Spring

Слабые стороны: Openshift, docker, Spring Boot starter

",Сбер Риски Департамент интегрированного риск-менеджмента
2586,1128,1133,1575,SPT-17374,4,TECH,Java,RUSSIAN,J2,DONE,"2022-08-22 12:56:43","2022-08-25 14:00:00",85.0,"Сильные стороны: Java Core, Spring

Слабые стороны: WebScoket

",Сбер РБ Социальные и зарплатные решения
2587,1109,1538,335,SPT-17372,4,TECH,Android,RUSSIAN,J1,CANCEL,"2022-08-22 12:33:49","2022-08-24 14:00:00",,"Сильные стороны:

Слабые стороны:

",Сбер РБ - Домклик
2588,1184,11191,1472,SPT-17370,2,TECH,SystemAnalyst,RUSSIAN,,DONE,"2022-08-22 12:08:34","2022-08-24 06:00:00",88.0,"Сильные стороны: Есть опыт работы в качестве ПО, БА на ком проекте. Нет опыта работы в качестве СА на ком проектах, только в рамках лаборатории Андерсен. Есть опыт понимание принципов работы по СКРАМ, Канбан. Есть опыт разработки проектной документации, в том числе спецификация, user story, use case. Знает различные виды интеграции, включая брокеры сообщений, веб сервисы, шину данных, ftp. Есть базовые понимание принципов микросервисной архитектуры. Есть базовые знания SQL, на проекте сталкивалась с реляционными БД. 
Знает ряд принципов аутентификации 
Слабые стороны:
1. плюсы и минусы использования микросервисов. четко знать отличия между понятиями оркестрация и хореография
2. Структура wsdl
3. REST - RESTfull принципы 
4. Понятие транзакции (основной принцип)
5. Реализация SSO
6. Симметричное / ассиметричное шифрование данных ",СБЕР РБ
2591,988,9202,1472,SPT-17364,6,TECH,Java,RUSSIAN,,DONE,"2022-08-22 11:50:28","2022-08-23 06:00:00",60.0,"Сильные стороны: Java, умение размышлять логически

Слабые стороны: подтянуть некоторые вопросы по Java Core, Java Multithreading

",СБЕР РБ
2597,1192,7605,1389,SPT-17392,2,TECH,Java,RUSSIAN,,DONE,"2022-08-22 14:40:14","2022-08-24 10:00:00",75.0,"Сильные стороны: SQL, Java core, Spring core

Слабые стороны: микросервисные паттерны, многопоточка, Spring Boot

",Laba_Sales
2598,1191,3826,1389,SPT-17390,2,TECH,Java,RUSSIAN,,DONE,"2022-08-22 14:27:04","2022-08-29 10:00:00",70.0,"Сильные стороны: SQL, тестирование

Слабые стороны: Spring Boot, микросервисные паттерны, k8s

",Laba_Sales
2600,913,11254,1472,SPT-17387,5,TECH,React,RUSSIAN,,DONE,"2022-08-22 14:18:51","2022-08-26 06:00:00",80.0,"Сильные стороны: по многим темам хорошие уверенные знания

Слабые стороны: есть значительные пробелы по указанным в замечениях темах. Из нужно подтянуть

",СБЕР РБ
2604,1029,7385,1473,SPT-17375,4,TECH,Java,RUSSIAN,,DONE,"2022-08-22 13:05:08","2022-08-25 10:00:00",85.0,"Сильные стороны: Java core, SQL

Слабые стороны: StremAPI

",СБЕР КИБ
2607,1156,14638,1157,SPT-17399,4,TECH,QAManual,RUSSIAN,,CANCEL,"2022-08-22 19:25:46","2022-08-26 12:00:00",,"Сильные стороны:

Слабые стороны:

",ПАО Банк «ФК Открытие»
2608,1017,7614,1157,SPT-17398,7,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-08-22 19:24:48","2022-08-26 13:30:00",85.0,"Сильные стороны:

Слабые стороны:

",ПАО Банк «ФК Открытие»
2609,1196,7652,842,SPT-17397,2,TECH,QAManual,RUSSIAN,,DONE,"2022-08-22 19:18:42","2022-08-24 09:00:00",60.0,"Сильные стороны:
Опыт в мобильной автоматизации
Слабые стороны:
Самопрезентация, создание тест-кейсов, процесс тестирования
",МАГНИТ
2611,995,11316,1472,SPT-17402,4,TECH,Java,RUSSIAN,,DONE,"2022-08-23 06:19:13","2022-09-02 06:00:00",50.0,"Сильные стороны: Java, умеет размышлять

Слабые стороны: docker, k8s, Jenkins, Ansible

",СБЕР РБ
2613,1197,3909,1473,SPT-17400,2,TECH,SystemAnalyst,RUSSIAN,,DONE,"2022-08-23 05:03:10","2022-08-24 12:00:00",90.0,"Сильные стороны:
- Requirements types.
- Requirements elicitation.
- Requirement management.
- Mediocre understanding of SCRUM, but I think that it is enough for the position.
- Differences between the monolith and the microservice types of architecture.

Слабые стороны:
- Only high-level understanding of SOAP and RPC-based protocols.
- Only high-level understanding of HTTP.
- Lacks deep understanding of microservice architecture and its design patterns.
- Does not have an experience of working with APIs.
",СБЕР КИБ
2618,1203,2099,1389,SPT-17409,2,TECH,Java,RUSSIAN,,DONE,"2022-08-23 07:53:33","2022-08-29 10:00:00",82.0,"Сильные стороны: Java, SQL,

Слабые стороны: quarkus, java 11 features, 

",Laba_Sales
2619,1202,3757,16,SPT-17408,2,TECH,Java,RUSSIAN,M1,DONE,"2022-08-23 07:48:08","2022-08-24 10:00:00",82.0,"Сильные стороны: Java, Spring, многопоточность

Слабые стороны: MongoDB, задачи

",Яндекс Медиалаб
2624,1209,3757,494,SPT-17426,2,TECH,Java,RUSSIAN,M1,DONE,"2022-08-23 10:50:33","2022-08-24 06:00:00",98.0,"Сильные стороны:

Слабые стороны:

",Сбер Риски Департамент интегрированного риск-менеджмента
2626,1112,11630,1095,SPT-17421,4,TECH,dotNET,ENGLISH,S1,CANCEL,"2022-08-23 09:54:38","2022-08-25 11:00:00",,"Сильные стороны:

Слабые стороны:

",Chrsolutions
2629,1129,3256,1202,SPT-17439,4,TECH,Angular,ENGLISH,M2,DONE,"2022-08-23 12:41:12","2022-08-29 11:00:00",90.0,"Сильные стороны:
Elizabeth is a good Java developer who can create Java application on REST architecture. She also has front-end skills and can participate in front-end projects of mediocre complexity.  Elizabeth has sufficient Java development experience. Elizabeth uses Spring, Spring Security and Java eco-system libraries with confidense. She knows SQL and Hibernate sufficiently.
Слабые стороны:
 1) CI/CD implementation - Kubernetes, GitLab CI/CD scrpits writing, Jenkins pipelines writing, Kubernetes kubectl commands, basic AWS terms.
  2) Front-end skills (SASS, JavaScript, AngularJS, AngularJS routing) - need some improvement.
  3) Deeper knowlegde about Message Brockers (Kafka, RabbitMQ, ActiveMQ), Java publishers/listeners for this.
",Scytl
2630,1212,3371,718,SPT-17436,2,TECH,PHP,RUSSIAN,M3,DONE,"2022-08-23 12:00:07","2022-08-24 05:30:00",87.0,"Сильные стороны:
Has a good experience in developing monolith linear systems. Answers are confident. if he does not know something, he can assume and guess.

Слабые стороны:
Has some gaps in developing big distributed systems. He has no exp in PHP 8.

",Exinity
2631,1160,11624,922,SPT-17434,4,TECH,React,ENGLISH,M2,CANCEL,"2022-08-23 11:45:12","2022-08-26 07:00:00",,"Сильные стороны:

Слабые стороны:

",Moovforge
2632,1214,1538,1157,SPT-17431,2,TECH,Android,RUSSIAN,J1,DONE,"2022-08-23 11:28:50","2022-08-25 14:00:00",65.0,"Сильные стороны: Грамотная речь. Хорошо объясняет и формулирует мысли. Хорошо знает kotlin и базу по Android

Слабые стороны: По Java в основном теоретические знания (особенно по многопоточности). По Android есть небольшие пробелы по теме сохранения состояния при пересоздании actvity. Так же не хватает знаний по нововведениям типа Activity Result API, ScopedStorage, FragmentFactroy

",ПАО Банк «ФК Открытие»
2633,1213,9199,381,SPT-17430,2,TECH,QAManual,RUSSIAN,,DONE,"2022-08-23 11:28:36","2022-08-24 13:00:00",90.0,"Сильные стороны: хорошие теоретические знания, грамотное изложение мыслей

Слабые стороны: не всегда сразу дает развернутый ответ

",X5 Retail Group. 5POST
2636,1216,17725,1473,SPT-17448,2,TECH,SystemAnalyst,RUSSIAN,,DONE,"2022-08-23 14:28:26","2022-08-26 06:00:00",65.0,"Сильные стороны:  Умение вести проектную документацию. Знание принципов СКРАМ. Есть опыт работы с реляционными БД, знания SQL базовые. В целом БА часть нормально ответила, но  мало ответов на тех вопросы, которые как раз и относиться к СА

Слабые стороны:
1) Поработать на самопрезентацией сделав уклон на обязанности СА (возможная структура ответа предоставлена кандидату)
2) Нет опыт работы в качестве СА, а также по ряду тем, которые нужно знать на уровень мидл СА, есть пробелы в знаниях. Прежде всего это касается архитектурных паттернов, интеграций, веб-сервисов, аутентификации, шифрования данных.
3) Советую провести повторный тех прогон - обязательно - иначе скорее всего собеседование на СА с заказчиком не пройдет",СБЕР КИБ
2640,1218,11192,35,SPT-17440,2,TECH,iOS,RUSSIAN,,DONE,"2022-08-23 13:11:37","2022-08-25 14:00:00",80.0,"Кандидат был опрошен по темам, приближенным к вопросам на собеседовании. В целом, очень неплохо, но на некоторые темы хотелось бы более глубинного понимания, особенно по UI разработке. Кандидат иногда уходит от сути заданного вопроса. ",Сбербанк Казахстан
2641,1219,2936,488,SPT-17452,2,TECH,QAAutomationJava,ENGLISH,M2,DONE,"2022-08-23 18:59:52","2022-08-25 12:00:00",65.0,"Сильные стороны: UI testing, TestNG, automation testing process

Слабые стороны: CI, backend testing, databases, message brokers, Java
",Space (Neobank)
2642,893,10374,195,SPT-17453,7,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-08-23 19:01:00","2022-08-26 11:00:00",80.0,"Сильные стороны:

Слабые стороны:

",Философия ИТ
2643,1220,1710,1073,SPT-17456,2,TECH,Java,ENGLISH,M1,DONE,"2022-08-24 06:50:03","2022-08-25 13:00:00",60.0,"Сильные стороны:
sql, testing, architecture

Слабые стороны:
kafka, mongodb, spring security, 
",Mondia group
2644,1221,7766,444,SPT-17455,2,TECH,Java,RUSSIAN,,CANCEL,"2022-08-24 06:39:53","2022-08-26 11:00:00",,"Сильные стороны:

Слабые стороны:

",Team Force
2647,1226,7648,476,SPT-17475,2,TECH,NodeJs,ENGLISH,,DONE,"2022-08-24 08:32:46","2022-08-24 11:00:00",75.0,"Сильные стороны:
- в целом знаком со всеми основными темами: типы бд и разница между ними, типы архитектур, фрэймворки
Слабые стороны:
- design patterns
- REST constratints
- Graphql security
- CI / CD

",PropertyGuru Group
2648,1224,1292,983,SPT-17474,2,TECH,Java,RUSSIAN,S2,DONE,"2022-08-24 08:31:35","2022-08-25 11:00:00",70.0,"Сильные стороны: java core, spring core

Слабые стороны:  why kafka stands apart from another jms systems

",StormPay
2650,1124,730,939,SPT-17462,4,TECH,ReactNative,ENGLISH,,DONE,"2022-08-24 07:40:16","2022-08-25 08:00:00",90.0,"Сильные стороны:

Кандидат показывает очень хорошие знания теории основных топиков по: сетевым запросам, парадигмам программирования, javascript, а также алгоритмам

Слабые стороны:

На данном тех прогоне не выявлено",Yonoton
2651,1225,11121,35,SPT-17460,2,TECH,iOS,RUSSIAN,,CANCEL,"2022-08-24 07:35:40","2022-08-25 14:00:00",,"Сильные стороны:

Слабые стороны:

",Сбербанк Казахстан
2652,1222,8321,1073,SPT-17459,2,TECH,Java,ENGLISH,M2,DONE,"2022-08-24 07:34:27","2022-08-25 07:00:00",50.0,"Сильные стороны: легкая в общении

Слабые стороны: много пробелов в java, и spring, если не знает ответ не пытается рассуждать.

",Mondia group
2653,1233,866,1391,SPT-17492,2,TECH,Java,RUSSIAN,S1,DONE,"2022-08-24 10:57:42","2022-08-25 12:00:00",85.0,"Сильные стороны:
Уверенные знания по большинство опрошенных тем

Слабые стороны:
Паттерны микросервисной архитектуры

",Jusan Bank - Staff augmentation
2654,1228,3937,327,SPT-17491,2,TECH,QAAutomationJS,ENGLISH,M1,DONE,"2022-08-24 10:50:34","2022-08-24 12:00:00",95.0,"Сильные стороны: Опыт с Cypress, автоматизацией тестирования

Слабые стороны: Мало опыта построения фреймворка с нуля

",AssetBook LLC2
2658,1232,11879,259,SPT-17484,2,TECH,ReactNative,ENGLISH,M2,DONE,"2022-08-24 10:04:30","2022-08-29 09:00:00",95.0,"Сильные стороны:
- React Native
- React
- CI/CD
- Testing
- Basic JS

Слабые стороны:
- type conversion
",Yara International
2665,1087,7775,1157,SPT-17498,6,TECH,Android,RUSSIAN,,CANCEL,"2022-08-24 11:49:14","2022-08-29 11:00:00",,"Сильные стороны:

Слабые стороны:

",ПАО Банк «ФК Открытие»
2666,1235,19126,277,SPT-17495,2,TECH,React,RUSSIAN,S1,DONE,"2022-08-24 11:25:16","2022-08-26 06:00:00",70.0,"Сильные стороны:
- ReactErrorBoundary
- Что такое контекст в плане JS?
- Что такое замыкания?
- Почему передавать index для ключей не очень хорошая идея(какие случаи) и когда можно это делать?(Для статики пойдут и индексы, но если список будет изменяться(порядок, количество элементов), то лучше Id)
- Какие средства используются для оптимизации в реакте, чем они отличаются и для каких случаев применяются?(memo, useMemo, useCallback)
- JS однопоточный?(да, ""многопоточность"" реализуется через event loop)
- Как создать полноценный отдельный поток?(web-worker)
- Зачем нужен TS?
- setTimeout
- ООП. 3 принципа. 
- Фазы и методы ЖЗ классовых компонентов


Слабые стороны:
- React.createPortal
- Как можно оптимизировать приложения на React'e?
- Что можно сделать в классовых компонентах и пока нельзя в функциональных?
- Какие есть типы полиморфизма?(Полиморфизм: подтипов, специализированный, параметрический)
",Уральский банк реконструкции и развития
2668,1236,7765,444,SPT-17493,2,TECH,Java,RUSSIAN,,DONE,"2022-08-24 11:06:55","2022-08-24 11:50:00",72.0,"Сильные стороны: Java, Spring, Rest

Слабые стороны: Микросервисы, hibernate, SQL запросы

",Team Force
2670,1046,705,954,SPT-17526,4,TECH,QAAutomationJava,ENGLISH,M1,DONE,"2022-08-24 14:49:55","2022-08-25 12:00:00",50.0,"Дайлид Татьяна has 3 year in test automation with JS+Protractor+TargetProcess+Jira+Jenkins/CircleCI+PostgreSQL, refresh an introdyctions part, pay more attention to an automation experience focused on proper technologocal stack	

",Backbase
2672,1244,14680,1390,SPT-17524,2,TECH,Java,ENGLISH,S1,DONE,"2022-08-24 14:49:17","2022-08-26 13:00:00",50.0,"Javidan needs to work hard to fill the gaps. He worked with mentioned technologies long ago and forgot much. Pay extra attention to problems mentioned in the matrix + read aboud Apache Lucene search engine.

",Duftner
2673,1138,10380,742,SPT-17523,4,TECH,React,ENGLISH,,DONE,"2022-08-24 14:36:50","2022-08-26 13:30:00",85.0,"Сильные стороны: Хорошо и развернуто отвечает на вопросы, неплохие теоретические знания как по JS, так и по Реакту, а также общим вопросам, чистоте  кода и т.п

Слабые стороны: Решение практических задач 

",IPF digital (WEB)
2674,1243,13066,1157,SPT-17522,2,TECH,QAPerformance,RUSSIAN,,DONE,"2022-08-24 14:34:18","2022-08-30 10:30:00",10.0,"Сильные стороны:
Работа с Java, работы с Git, коммуникативность.
Слабые стороны:
Нет опыта в Linux, в Performance testing теории, нет практического опыта с Performance testing, нет опыта работы с контейнерами, с системами мониторинга, с приложениями для нагрузочного тестирования, с брокерами сообщений. Нет опыта работы с БД, с Oracle.
",ПАО Банк «ФК Открытие»
2675,1249,12204,52,SPT-17521,2,TECH,dotNET,RUSSIAN,,DONE,"2022-08-24 14:27:41","2022-09-01 14:00:00",90.0,"Сильные стороны:
Уверенное владение материалом по большенстве темам
Богатый опыт разработки
Слабые стороны:
Требуется изужение некоторых тем

",X5 Retail Group Портал поставщика
2676,1242,18305,805,SPT-17518,2,TECH,Android,RUSSIAN,M1,DONE,"2022-08-24 13:59:04","2022-08-27 12:00:00",90.0,"Сильные стороны: уверенные и точные ответы по большинству вопросов

Слабые стороны: немного по java и kotlin

",Ингосстрах-Инвестиции
2677,1250,11554,52,SPT-17517,2,TECH,Angular,RUSSIAN,,DONE,"2022-08-24 13:53:17","2022-08-26 10:00:00",95.0,"Показала достаточно хорошие знания по опрошенным темам, есть пару пробелом, но они не существенные, я бы сказал, что готова к интервью с заказчиком.
",X5 Retail Group Портал поставщика
2678,1246,7790,1050,SPT-17516,2,TECH,Android,RUSSIAN,,DONE,"2022-08-24 13:51:20","2022-08-25 14:00:00",95.0,"Сильные стороны:
На вопросы по технологиям ответил довольно хорошо, отвечал уверенно

Слабые стороны:
Есть пару вопросов, которые стоит разобрать. Написал вопросы в ""what to improve""

",X5 Retail Group. Доставка товаров
2679,1248,2546,1157,SPT-17514,2,TECH,Ruby,RUSSIAN,J1,DONE,"2022-08-24 13:38:04","2022-08-26 11:00:00",70.0,"Сильные стороны: хорошее знание основ SQL, SOLID

Слабые стороны: неверно понимает полиморфизм, слабо понимает как работает микросервисная архитектура, мало знаком с JS

",ПАО Банк «ФК Открытие»
2682,1247,4148,164,SPT-17508,2,TECH,dotNET,RUSSIAN,M1,DONE,"2022-08-24 13:06:58","2022-08-25 09:00:00",75.0,"Сильные стороны:
- хороший опыт разработки на разных проектах

Слабые стороны:
- плавает в базовых знаниях .Net
- мало опыта в веб-технологиях и микросервисах

",МТС Диджитал
2683,1251,379,369,SPT-17532,2,TECH,Java,RUSSIAN,J2,DONE,"2022-08-24 17:12:44","2022-08-25 14:00:00",80.0,"Сильные стороны:
Хорошие знания основ и быстро схватывает суть темы

Слабые стороны:
Не хватает опыта в тестирование и в некоторых библиотеках
",Ланит - ВТБ
2687,1254,979,1096,SPT-17538,2,TECH,BusinessAnalyst,ENGLISH,J3,DONE,"2022-08-25 05:32:44","2022-08-29 07:00:00",88.0,"Сильные стороны: Есть опыт работы на внутреннем проекте компании в качестве БА. Знает принципы работы по СКРАМ, КАНБАН. Знает особенности работы с различными заинтересованными лицами. Знает классификацию BABOK, Вигерс. Есть навык моделирования бизнес процессов с использованием BPMN. Есть опыт ведения user story

Слабые стороны:
1) Знание структуры V&S
2) Нефункциональны требования, атрибуты качества
3) Принципы INVEST при разработки user story
4) Классификация бизнес правил
5) Порядок оценки задач с помощью стори поинтов 
",ethinking
2690,1022,11755,1157,SPT-17563,6,TECH,iOS,RUSSIAN,,DONE,"2022-08-25 08:34:02","2022-08-26 09:00:00",75.0,"Сильные стороны: за короткий срок может много изучить инфо

Слабые стороны: есть пробелы в знаниях, которые хочет заказчик

",ПАО Банк «ФК Открытие»
2691,819,11695,1389,SPT-17562,3,TECH,iOS,RUSSIAN,,DONE,"2022-08-25 08:22:50","2022-08-30 14:00:00",80.0,"Сильные стороны: хорошее знание теории и практики, умеет додумать задачу

Слабые стороны: стоит покопать в глубину

",Laba_Sales
2692,1260,1513,1391,SPT-17561,2,TECH,Angular,RUSSIAN,M1,DONE,"2022-08-25 08:05:46","2022-08-26 10:00:00",90.0,"Сильные стороны: Хорошие знания по многим вопросам, знает как устроены механизмы под капотом. Хорошо ориентируется в основных темах по JS и Angular 

Слабые стороны: Небольшие пробелы в вопросах по controlValueAccessor, разнице между hot и cold observeble, оператору share, changeDetection - разницу операторов markForChek  и detectChanges
",Jusan Bank - Staff augmentation
2693,1257,7724,444,SPT-17560,2,TECH,Java,RUSSIAN,,DONE,"2022-08-25 08:05:33","2022-08-25 12:15:00",93.0,"Кандидат готов к интервью с заказчиком. Уверенно владеет знаниями по требуемому стэку технологий, хорошие и полные ответы.",Team Force
2696,1256,2683,1496,SPT-17556,2,TECH,SystemAnalyst,RUSSIAN,S1,CANCEL,"2022-08-25 07:51:35","2022-08-26 06:30:00",,"Сильные стороны:

Слабые стороны:

",Банк Синара (СКБ-банк)
2697,1213,9199,381,SPT-17555,4,TECH,QAManual,RUSSIAN,,DONE,"2022-08-25 07:49:35","2022-08-26 10:00:00",95.0,"Сильные стороны: хорошие знания по темам, уверенные ответы

Слабые стороны: иногда отвечает слишком кратко

",X5 Retail Group. 5POST
2698,1265,4585,922,SPT-17554,2,TECH,React,ENGLISH,M3,DONE,"2022-08-25 07:47:12","2022-08-26 12:00:00",80.0,"Сильные стороны:
How do you find performance problems?
What is the metric for you?
How does browser work when you click link?
Critical css
Script async/defer
Reasons of slow download site?
SSR
How does SSR improve performance?
PWA
Service Worker
useRef vs useState
Context vs Redux
How to cache data 
Cache-control

Слабые стороны:
How to find out why does site downloads slowly?
Lighthouse
Core Web Vitals, metrics?
Critical path of rendering
TTB metric
TTI metric
NextJs
NextJs Image Component
",Moovforge
2701,1261,4106,380,SPT-17551,2,TECH,React,RUSSIAN,M1,DONE,"2022-08-25 07:13:57","2022-08-29 12:00:00",70.0,"Сильные стороны: promise, async await

Слабые стороны: this, network, optimization

",Datagile
2703,1259,11086,1389,SPT-17549,2,TECH,React,RUSSIAN,,CANCEL,"2022-08-25 07:07:00","2022-08-31 06:00:00",,"Сильные стороны:

Слабые стороны:

",Laba_Sales
2706,1269,375,35,SPT-17580,2,TECH,Android,RUSSIAN,M1,DONE,"2022-08-25 10:45:02","2022-09-02 13:00:00",100.0,"Сильные стороны:
Отличные знания. По требованиям для проекта на все вопросы ответил
Слабые стороны:

",Сбербанк Казахстан
2712,1272,11878,1389,SPT-17572,2,TECH,Android,RUSSIAN,,DONE,"2022-08-25 09:55:49","2022-09-01 14:00:00",95.0,"Сильные стороны:
Хорошие софт скиллы
Слабые стороны:
-
",Laba_Sales
2713,1273,173,1391,SPT-17571,2,TECH,Angular,RUSSIAN,M3,DONE,"2022-08-25 09:55:27","2022-08-25 12:30:00",85.0,"Сильные стороны: В этот раз прошлись именно по вопросам, которые задавались на интервью у заказчика. Отвечал хорошо, старался рассуждать даже если не знал точного ответе. В общем намного лучше прогон прошел не на английском, остались приятные впечатления

Слабые стороны: Есть небольшие недочеты в знаниях, иногда сложно подобрать реальные примеры для использования теоретических знаний. Проговорили, что почитать/повторить

",Jusan Bank - Staff augmentation
2715,1236,7765,444,SPT-17602,4,TECH,Java,RUSSIAN,,CANCEL,"2022-08-25 12:48:32","2022-08-30 10:00:00",,"Сильные стороны:

Слабые стороны:

",Team Force
2716,1222,8321,1073,SPT-17601,4,TECH,Java,ENGLISH,M2,CANCEL,"2022-08-25 12:38:49","2022-08-26 12:00:00",,"Сильные стороны:

Слабые стороны:

",Mondia group
2717,1278,11970,563,SPT-17600,2,TECH,BusinessAnalyst,ENGLISH,M2,DONE,"2022-08-25 12:23:39","2022-08-29 15:00:00",70.0,"Сильные стороны:
- Good English
- Good representation of the BA role
- Good knowledge of the V&S content 
- Has experience in onboarding a person for a project
- Know well types of testing and QA responsibilities 
- Worked with Balsamic, Figma, but did not make dynamic prototypes
- Can create procedures
- Know the difference between authentication and authorization, 


Слабые стороны: 
- Forgot about the user requirements type
- Called ""view order history"" functional requirements
- Slightly less knowledge with SRS than with V&S
- Didn't mention client-server architecture and
three-tier client-server architecture""
- Doesn't know 3 states of information security",Softeq Minsk
2718,1277,11317,195,SPT-17596,2,TECH,React,RUSSIAN,,DONE,"2022-08-25 12:05:51","2022-08-25 15:00:00",65.0,"Сильные стороны: теория по js, решение задач на промисы

Слабые стороны: решение задач по нативным темам js(мертвая зона, контекст, event loop), typeScript

",Философия ИТ
2720,1178,348,494,SPT-17592,4,TECH,Java,RUSSIAN,M1,DONE,"2022-08-25 11:56:36","2022-08-30 06:00:00",80.0,"Сильные стороны: Java, Spring

Слабые стороны: Generic, Spring Boot

",Сбер Риски Департамент интегрированного риск-менеджмента
2721,1274,2244,224,SPT-17590,3,TECH,dotNET,ENGLISH,M2,DONE,"2022-08-25 11:40:48","2022-08-26 10:00:00",77.0,"Strengths: Good knowledge of .net. Familiar with gRPC.
Weaknesses: There are gaps with SQL, RabbitMQ, and microservices architecture.
",verivox.de
2722,1274,2244,224,SPT-17588,4,TECH,dotNET,ENGLISH,M2,CANCEL,"2022-08-25 11:37:06","2022-08-26 10:00:00",,"Сильные стороны:

Слабые стороны:

",verivox.de
2725,898,10389,1389,SPT-17584,3,TECH,Android,RUSSIAN,,DONE,"2022-08-25 11:19:45","2022-08-30 14:00:00",85.0,"Сильные стороны:
Чувствуется улучшение подготовки
Слабые стороны:
По некоторым вещам всё еще есть пробелы, которые необходимо закрыть
",Laba_Sales
2727,1284,3959,164,SPT-17618,2,TECH,dotNET,RUSSIAN,M1,DONE,"2022-08-25 14:46:38","2022-08-30 10:00:00",90.0,"Сильные стороны:
- Хорошие знания по .Net

Слабые стороны:
- Слабые знания веб (HTTP,CORS,JWT и т.п.)
- Мало опыта EF
- Мало опыта с микросервисами



",МТС Диджитал
2728,1280,1187,547,SPT-17615,2,TECH,NodeJs,ENGLISH,S2,DONE,"2022-08-25 14:21:49","2022-08-30 09:00:00",60.0,"Сильные стороны: есть теор знания Nodejs, есть опыт написания серверной части.

Слабые стороны: нужно больше практики, почитать про модульную, слоистую архитектуру, какие есть способы понизить связность кода, почитать про фазы в EventLoop. Так же почитать, изучить что такое AWS EC2, AWS Api Gateway, AWS IAM. Так же посмотреть как можно реализовать базовые интеграционные тесты в nodejs через jest и supertest

",NEXR Technologies SE
2729,1282,6725,1390,SPT-17611,2,TECH,Java,ENGLISH,M2,DONE,"2022-08-25 13:52:54","2022-08-29 07:00:00",70.0,"Сильные стороны: емкая самопрезентация. хорошие теоретические знания

Слабые стороны: кандидат не умеет проходить собесы на англ. с трудом подбирает слова. нужно тренироваться

",Duftner
