"id","jira_parent_id","candidate_id","project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment"
2451,1092,7681,,SPT-17119,2,TECH,Java,RUSSIAN,M2,CANCEL,"2022-08-17 06:14:04","2022-09-02 06:00:00",,"Сильные стороны:

Слабые стороны:

"
2452,1093,3023,689,SPT-17118,2,TECH,React,ENGLISH,M2,DONE,"2022-08-17 06:09:54","2022-08-18 12:00:00",75.0,"Сильные стороны:
What are the data types supported by Javascript?
What are the scopes of a variable in JavaScript?
What are the HTTP verbs?
What is Callback?
How does the typeOf operator work?
What’s the difference between let and var?
What’s the difference between asynchronous and synchronous operations?
What’s event bubbling in the DOM?
What does the method Array.prototype.map() do?
What does the method Array.prototype.filter() do?
What’s string interpolation?
What’s the difference between null and undefined?
What would be the result of 2+5+""3""?
What’s the difference between == (equality operator) and === (strict equality operator)?
Difference between declarative code and imperative code
What are your favourite features on ES6 and why? (at least 2)
What are the 3 possible statuses of a Promise.
What is a falsy value in Javascript ?
What are the use cases of <span>
What’s the difference between visibility:hidden and display:none?
What are pseudo elements?
What elements would be selected if you do a h2 + p css?
What is the difference between a Framework and a Library?

Слабые стороны:
What’s string interpolation?
Difference between declarative code and imperative code
What is a pure function?
Are you familiar with Lighthouse? And Google scoring algorithms (LCP, FCP, CLS)
Core Web Vitals and its metrics
"
2453,1096,1920,488,SPT-17117,2,TECH,iOS,ENGLISH,M1,DONE,"2022-08-17 05:58:47","2022-08-22 13:00:00",95.0,"Сильные стороны:
- Английский
- Опыт + теоретические знания
- Хороший опыт в работе на больших проектах и понимание процессов
- Опыт в написании тестов

Слабые стороны:
- Практически нету опыта работы с RX
- Нету опыта написания тестов для RX кода"
2454,986,,940,SPT-17136,6,TECH,Android,RUSSIAN,M1,CANCEL,"2022-08-17 08:57:13","2022-08-19 11:00:00",,"Сильные стороны:

Слабые стороны:

"
2455,1003,,326,SPT-17135,6,TECH,QAManual,RUSSIAN,S1,DONE,"2022-08-17 08:41:44","2022-08-22 07:00:00",75.0,"Сильные стороны: - 

Слабые стороны: тестирование апи, логирование, вечные оправдания почему он не выучил ту или иную тему. 

Нужен ещё прогон на 26,08 10:00

"
2456,1052,1536,793,SPT-17133,4,TECH,Java,RUSSIAN,M1,DONE,"2022-08-17 08:35:22","2022-08-18 12:00:00",50.0,"Сильные стороны:
spring core, hibernate, algorythm complexities, java core, testing

Слабые стороны:
sql, elasticsearch, architecture 
"
2457,998,11877,195,SPT-17131,6,TECH,Java,RUSSIAN,,DONE,"2022-08-17 08:25:07","2022-08-26 10:00:00",90.0,"Сильные стороны:

Слабые стороны:

"
2458,1049,,940,SPT-17130,4,TECH,PHP,RUSSIAN,M2,DONE,"2022-08-17 08:18:29","2022-08-19 10:00:00",95.0,"Сильные стороны: Александр был в хорошей форме и после первого прогона. Много тем оставили на второй прогон для подготовки. Александр за два дня начитал очень много материала. Давал хорошие ответы. Звучал намного увереннее. Рекомендую к интервью с заказчиком.

Слабые стороны:

"
2459,1077,11758,195,SPT-17128,4,TECH,React,RUSSIAN,,DONE,"2022-08-17 08:00:00","2022-08-19 06:00:00",85.0,"Сильные стороны: Теория по react, redux, решение задач(на подумать и по js), css, html критич. путь рендеринга, умение кратко и одновременно полно отвечать на вопросы

Слабые стороны: редкие моменты наподобие (2 arg setState, Omit, type guards, каких ЖЦ нет в функц. комп.)"
2460,957,,195,SPT-17124,6,TECH,Java,RUSSIAN,,DONE,"2022-08-17 07:20:05","2022-08-23 15:00:00",75.0,"Сильные стороны:

Слабые стороны: Maven

"
2461,1101,,326,SPT-17149,2,TECH,dotNET,RUSSIAN,S1,DONE,"2022-08-17 10:51:59","2022-08-17 11:00:00",70.0,"1 logging +/-  
  traceId +
  metric +

2 docker +
  docker compose +/-

3 Статический анализатор кода (предложенный пайплайн CI\CD: сборка (образ) -> деплой; больше говорил про процессы работы с ветками: сборка -> unit тесты -> код ревью -> интеграционные тесты -> merge в мастер)
  sonarcube -
  StyleCops знает что такое

4 GoF:
  Repository +
  Unit Of Work +
  Specification -
  Chain of responcibility -
  
5 DDD +/- (общий подход понимает, рассуждает больше в сторону бизнес-требований)

6 авторизация и аутентификация (общее понимание есть)
  jwt - (строение токена не рассказал)
  net core identity server 

7 microservices +
  rest +
  nswagger +
  grpc +

8 Бкореры сообщений
  rabbit +
  kafka +

9 Тестирование: nUnit, xUnit
  moq +
	
10 БД: mssql, postgres
  index +
  plan +

11 .net:
  exception +
  async +
  synchronization -
  reflection +
  enum flag -

12 .net core:
  middleware +
  filter + (общими словами рассказал отличия от middleware)
  ef core + (использовал)
  nhibernate + (использовал)

Общее впечатление двоякое: с одной стороны видно, что подкоаван в выстраивании процессов разработки и понимании подходов к разработке, с другой стороны - показалось, что у кандидата поверхностные знания в области .Net. Любит подискутировать, в ответах на вопросы уходит в рассуждения, конкретику приходилось выуживать. Склоняюсь к тому, чтобы не рекомендавать кандидата."
2462,1097,,326,SPT-17144,2,TECH,dotNET,RUSSIAN,S1,DONE,"2022-08-17 10:20:08","2022-08-17 14:00:00",95.0,"1 logging +
  nlog +
  traceId +
  metric +

2 docker +/-
  docker compose +/-

3 Статический анализатор кода
  resharper +

4 GoF:
  Repository +
  Unit Of Work -
  Specification -
  Chain of responcibility +
  
5 DDD +

6 авторизация и аутентификация (общее понимание есть)
  jwt +/- (работал с сервисом аутентификации OAuth, не объяснил структуру токена)

7 microservices +
  rest +
  raml +
  grpc (общее понимание)
  FlatBuffers +

8 Бкореры сообщений
  rabbit +

9 Тестирование: nUnit
  moq +

10 БД: mssql, postgres
  index +
  plan +

11 .net:
  exception +
  async +
  synchronization + (нужно немного подтянуть знания по блокировкам)
  reflection +
  enum flag +

12 .net core:
  middleware +
  filter +
  ef core +

Кандидат показал уверенные знания .Net, понимает подходы к проектированию приложений. Есть пробелы в паттернах проектирования. В целом кандидат сильный, рекомендую рассмотреть на проект.
"
2463,1099,,14,SPT-17143,2,TECH,PHP,RUSSIAN,S1,DONE,"2022-08-17 10:12:50","2022-08-19 07:00:00",85.0,"Все очень круто, кандидат имеет очень хорошие знания удовлетворяющие его уровню.
"
2464,1100,1538,,SPT-17139,2,TECH,Android,RUSSIAN,J2,DONE,"2022-08-17 09:12:18","2022-08-18 13:30:00",95.0,"Сильные стороны: Грамотная и чистая речь. последовательное и четкое изложение мыслей. Хорошие знания основ. Хорошо рассуждает логически.

Слабые стороны: есть мелкие пробелы по некоторым темам, нет опыта работы с сервисами

"
2465,1098,,195,SPT-17138,2,TECH,React,RUSSIAN,,DONE,"2022-08-17 09:12:04","2022-08-19 13:00:00",65.0,"Сильные стороны: Основы React

Слабые стороны: TypeScript, асинхронность JS, браузерные API и решение алгоритмических задач

"
2466,1111,13070,983,SPT-17171,2,TECH,iOS,RUSSIAN,,DONE,"2022-08-17 12:45:53","2022-08-22 05:00:00",90.0,"Сильные стороны:
Сложно что либо выделить. Очень хорошие знания
Слабые стороны:
Комбайн на практике
"
2467,1107,494,,SPT-17170,2,TECH,DevOps,ENGLISH,M2,DONE,"2022-08-17 12:44:30","2022-08-22 13:00:00",85.0,"Сильные стороны: ci/cd, cloud, 

Слабые стороны: ci/cd for mobile platform (appcenter, bitrise, aws device farm)

"
2468,1105,3589,1340,SPT-17169,2,TECH,React,RUSSIAN,J2,DONE,"2022-08-17 12:31:20","2022-08-19 10:00:00",90.0,"Сильные стороны: Уверенные ответы. Хорошие знания по большинству вопросов.

Слабые стороны: Каррирование, sessionStorage, object.create, дескрипторы свойств.

"
2469,988,9202,1472,SPT-17168,4,TECH,Java,RUSSIAN,,DONE,"2022-08-17 12:29:38","2022-08-19 10:00:00",78.0,"Сильные стороны: Java core, Spring core

Слабые стороны: многопоточка

"
2470,987,6703,1473,SPT-17167,4,TECH,Java,RUSSIAN,,DONE,"2022-08-17 12:22:28","2022-08-24 06:00:00",60.0,"Сильные стороны: Java Core

Слабые стороны: integration test, k8s

"
2471,1103,6715,140,SPT-17166,2,TECH,SystemAnalyst,RUSSIAN,,DONE,"2022-08-17 12:12:28","2022-08-19 10:00:00",90.91,"Сильные стороны: понимание процессов, описание АПИ по Рест, работы с БД, построение диаграмм UML

Слабые стороны: типы требований, интеграция по SOAP

"
2472,1109,1538,335,SPT-17163,2,TECH,Android,RUSSIAN,J1,DONE,"2022-08-17 11:50:15","2022-08-19 14:00:00",70.0,"Сильные стороны:
Хорошие познания в некоторых технологиях
Слабые стороны:
Низкие софт скиллы, звучит зачастую не уверенно
Со стороны хард скиллов много пробелов в фундаментальных знаниях, которые нужно повторно изучить
"
2473,1017,7614,1157,SPT-17162,6,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-08-17 11:49:43","2022-08-19 13:30:00",80.0,"Сильные стороны: Хорошо ориентируется под капотом у Java

Слабые стороны: Всё ещё есть пробелы

"
2474,1106,,742,SPT-17161,2,TECH,React,ENGLISH,M1,DONE,"2022-08-17 11:49:42","2022-08-19 08:30:00",100.0,"Сильные стороны: js, react + redux knowledge + great soft-skills

Слабые стороны: none"
2475,994,9210,1473,SPT-17160,4,TECH,React,RUSSIAN,,DONE,"2022-08-17 11:47:26","2022-08-25 10:00:00",65.0,"Сильные стороны: Подготовился по вопросам прошлого интервью, решил задачи, нюансы при решении указал внизу. 

Слабые стороны: Повторить специфичность css селекторов, !important, при решении задач использовать более современные подходы по типу ...spred оператора и т.п. Изучить паттерны и примеры их применения в 
js
"
2476,1104,3088,922,SPT-17159,2,TECH,React,ENGLISH,M1,DONE,"2022-08-17 11:40:26","2022-08-18 06:00:00",90.0,"Сильные стороны:
SSR
How does SSR improve performance
What is happening after clicking a link of the site?
Reflow/ repaint
Script async/ script delay
Where to put script in a HTML?
Next’s Image optimization
React optimization
useRef vs useState
Redux vs Context
How to measure metrics?
Core Web Vitals
LCP
CLS
FID
Why Does Browser Download Slowly?
Caching
Service Worker

Слабые стороны:
Critical path of rendering
Critical CSS
"
2477,912,11555,1472,SPT-17158,6,TECH,Java,RUSSIAN,,DONE,"2022-08-17 11:38:40","2022-08-25 07:30:00",77.0,"Сильные стороны:
Неплохо справился с задачей
Слабые стороны:
Есть пробелы в теории
"
2478,927,1129,52,SPT-17156,6,TECH,QAAutomationPython,RUSSIAN,J2,DONE,"2022-08-17 11:27:24","2022-08-18 12:00:00",93.0,"Сильные стороны:
Есть хорошие знания теории тестирования, тестовой пирамиды для backend тестирования, CI/CD процессов, организации мобильного тестирования, инженерных практик и языка программирования Python.

Слабые стороны:
желание сказать больше, чем спросили и из-за этого уход от темы обсуждения
"
2479,1110,2048,550,SPT-17155,2,TECH,NodeJs,ENGLISH,J3,DONE,"2022-08-17 11:18:43","2022-08-18 12:00:00",85.0,"Сильные стороны:У кандидата хорошие знания базы Nodejs, работы EventLoop. Так же обладает опытом работы с микросервисами, обладает хорошими теор знаниями

Слабые стороны:. Необходимо повторить TS,  в частности Types - какая область применения, дженерики, заголовочные файлы .d.ts. Так же познакомиться с библиотекой class-validation и json schema, просто знать что это и когда можно использовать. Так же нужно почистить как можно справляется с большой связностью кода в рамках монолита, почитать про слоистую архитектуру и mvc
"
2480,1102,7747,1389,SPT-17154,2,TECH,NodeJs,ENGLISH,,CANCEL,"2022-08-17 11:16:05","2022-08-18 12:00:00",,"Сильные стороны:

Слабые стороны:

"
2481,1108,578,,SPT-17153,2,TECH,Python,ENGLISH,M3,DONE,"2022-08-17 11:14:39","2022-08-18 12:00:00",90.0,"Сильные стороны: Generally good knowledge.

Слабые стороны: Cons: doesn't meet some essential customer's requirements (see below), slow English speaking, troubles with formulating his thoughts in English

Customer's requirements		Candidate's experience
AWS		no
Microservices		no
PostgreSQL		yes
Fintech		no
Python		3 years
Messaging systems		no
SOLID principles		yes
Design patterns		few

"
2482,1058,2856,376,SPT-17151,6,TECH,Python,RUSSIAN,M2,DONE,"2022-08-17 11:05:15","2022-08-19 13:00:00",50.0,"Сильные стороны: Terra, Polkadot blockchains parsing (from genesis block);

Слабые стороны: Ethereum, TRON blockchains, smart contracts interaction, private+public keys and addresses generation, PostgreSQL's partial indexes."
2483,1058,2856,376,SPT-17150,4,TECH,Python,RUSSIAN,M2,DONE,"2022-08-17 11:02:28","2022-08-19 09:00:00",98.0,"Сильные стороны:
- хорошо подготовлен к собеседованию, хорошие софт и хард скилы
Слабые стороны:
- встречаются пробелы с postgres
"
2484,1089,4817,,SPT-17184,2,TECH,React,ENGLISH,S1,DONE,"2022-08-17 14:50:14","2022-08-18 10:00:00",80.0,"Soft-skills: приятный в общении, вежливый, легко нашли общий язык;
Hard-skills: есть некоторый опыт работы с graphQl, понимание, что такое graphQl схема, как работает graphQl, его преимущества перед Rest. Знает основные типы запросов, понимает отличие хука useQuery от useLazyQuery. 
"
2485,1112,11630,1095,SPT-17182,2,TECH,dotNET,ENGLISH,S1,DONE,"2022-08-17 14:22:33","2022-08-22 08:00:00",65.0,"Сильные стороны:
C#, Unit testing, EntityFramework, IIS

Слабые стороны:
Blazor, OData
"
2486,1027,,1473,SPT-17181,4,TECH,Java,RUSSIAN,,DONE,"2022-08-17 14:19:08","2022-08-24 07:30:00",70.0,"Сильные стороны:
Неплохие знания
Слабые стороны:
чувствуется недостаток опыта в некоторых вопросах
"
2487,1116,11008,1105,SPT-17180,2,TECH,QAAutomationJS,ENGLISH,,DONE,"2022-08-17 13:55:26","2022-08-19 08:00:00",85.0,"Сильные стороны:
Хорошие теоритические знания по всем блокам, которые успели обсудить. Хорошие практические знания для стажера.

Слабые стороны:
Необходимо поработать над технической лексикой на английском, знать overview своего стека."
2488,1114,,326,SPT-17178,2,TECH,dotNET,RUSSIAN,S1,DONE,"2022-08-17 13:47:42","2022-08-18 09:00:00",98.0,"1 logging +
  elk +
  traceId +

2 docker +
  docker compose +

3 Статический анализатор кода (CI/CD - забор кода -> статический анализ -> артифакт (документация) -> тест -> сборка)
  sonarcube работал, но не настраивал

4 GoF:
  Repository +
  Unit Of Work +
  Specification +
  Chain of responcibility +
  Command +
  
5 DDD +

6 авторизация и аутентификация (общее понимание есть)
  jwt +

7 microservices +
  rest +
  refit не использвал
  grpc +

8 Бкореры сообщений
  rabbit +
  kafka +

9 Тестирование: nUnit, xUnit +
  moq +
  Shudler +

10 БД: mssql, postgres, oracle
  index +
  plan -

11 .net:
  exception +
  async +
  synchronization +/- (асинхранное блокировки -)
  reflection +
  enum flag +

12 .net core:
  middleware +
  filter +

13 cqrs +

Хорошие знания .Net, понимает принципы DDD. Уверенно отвечает на вопросы, умеет рассуждать. Рекомендую рассмотреть кандидата."
2489,1115,,326,SPT-17177,2,TECH,dotNET,RUSSIAN,S1,DONE,"2022-08-17 13:44:30","2022-08-18 14:00:00",50.0,"Сильные стороны:

Неплохие знания по Reflection, CQRS, микросервисы, логирование, EF

Слабые стороны:

DDD, Шаблоны проектирования, обработка исключений.
Неуверенность в ответах на вопросы.

"
2490,1113,1538,1050,SPT-17176,2,TECH,Android,RUSSIAN,J1,DONE,"2022-08-17 13:36:21","2022-08-18 11:00:00",60.0,"Сильные стороны:
В целом знаком с технологиями используемыми на проекте

Слабые стороны:
Вопросы которые стоит подтянуть указал в ""What to improve""

"
2491,1118,,1496,SPT-17175,2,TECH,Android,RUSSIAN,J3,DONE,"2022-08-17 13:21:24","2022-08-19 13:00:00",84.0,"Сильные стороны:
знания котлин
Слабые стороны:
джава, rx, даггер
"
2492,970,10938,1472,SPT-17174,4,TECH,Java,RUSSIAN,,DONE,"2022-08-17 13:07:48","2022-08-25 06:00:00",60.0,"Сильные стороны: Java

Слабые стороны: Java Multithreading

"
2493,1117,8321,,SPT-17172,2,TECH,Java,ENGLISH,M2,DONE,"2022-08-17 13:01:50","2022-08-22 14:00:00",77.78,"Сильные стороны: 

Слабые стороны: dif between spring and spring boot

"
2494,1119,12646,,SPT-17192,2,TECH,QAManual,ENGLISH,,DONE,"2022-08-17 16:23:02","2022-08-18 06:00:00",85.0,"Сильные стороны: Понимает вопросы, проработала большую часть вопросов с предыдущих собесов

Слабые стороны: не очень реагировала на мою критику, очень сильно расстраивалась, если не могла ответить на вопрос, по голосу слышно, что сильно сетует. Самопрезентация. Не посмотрела что такое ОМС и зачем оно нужно

"
2495,1120,4445,,SPT-17191,2,TECH,QAManual,ENGLISH,J1,DONE,"2022-08-17 16:21:34","2022-08-18 07:00:00",90.0,"Сильные стороны:говорит кратко и чётко

Слабые стороны: самопреза, ОМС, Xray, не ко всем вопросам подготовился

"
2496,996,,1175,SPT-17186,6,TECH,dotNET,ENGLISH,S1,DONE,"2022-08-17 15:11:05","2022-08-19 08:00:00",80.0,"Strengths: Good candidate. He thinks well and gives clear answers.
Weaknesses: The matrix is partially filled, not all questions from the customer have been worked out.
And we found gaps in knowledge on the matrix. Work on identified gaps before the interview.
 "
2497,1041,,940,SPT-17197,4,TECH,React,RUSSIAN,M2,CANCEL,"2022-08-18 06:53:31","2022-08-24 06:00:00",,"Сильные стороны:

Слабые стороны:

"
2498,1121,1547,1496,SPT-17196,2,TECH,QAAutomationJava,RUSSIAN,M2,CANCEL,"2022-08-18 06:37:09","2022-08-19 13:30:00",,"Сильные стороны:

Слабые стороны:

"
2499,1064,,,SPT-17195,4,TECH,Java,ENGLISH,M2,DONE,"2022-08-18 06:26:39","2022-08-22 10:00:00",80.0,"Сильные стороны:
smart candidate
Слабые стороны:
some  important gaps as for S level
"
2500,1125,4598,29,SPT-17207,2,TECH,iOS,ENGLISH,M2,DONE,"2022-08-18 08:59:56","2022-08-26 07:00:00",66.0,"Сильные стороны:
Хорошо рассуждает над вопросами
Слабые стороны:
На S нужно повторить материалы по Swift
"
2501,1123,,351,SPT-17203,2,TECH,QAManual,RUSSIAN,J3,DONE,"2022-08-18 08:29:04","2022-08-18 15:00:00",15.0,"Сильные стороны: не были выявлены 

Слабые стороны: качество ПО, верификация и валидация, 7 принципов тестирования 
роли в скраме, артефакты 
уровни тестирования, нефункциональные виды тестирования
подробнее про структуру тест-кейса
изучить техники тест-дизайна
изучить все про api
изучить все про Rest / Soap
"
2502,1079,8482,195,SPT-17201,4,TECH,Java,RUSSIAN,,DONE,"2022-08-18 07:54:32","2022-08-24 14:00:00",70.0,"Сильные стороны: REST, Java

Слабые стороны: Kafka, Spring Security

"
2503,1124,730,939,SPT-17200,2,TECH,ReactNative,ENGLISH,,DONE,"2022-08-18 07:10:59","2022-08-22 08:00:00",80.0,"Сильные стороны:
Разбирается в теории, на вопросы отвечает уверенно, если чего-то не знает или не помнит, то говорит об этом. При поиске информации в интернете старается задавать правильные вопросы, пользуется спецификацией. Внимательно следит за своим кодом и вносит изменения, если видит ошибки.

Слабые стороны:

При решении практического задания кандидат пошел сложным путем, что привело к отсутствию результата. Хотелось бы чтобы перед решением кандидат изложил свои мысли в псевдокоде или устно, а также наметил порядок действий, которые он хочет предпринять. "
2504,626,,954,SPT-17199,5,TECH,QAAutomationJava,ENGLISH,M3,CANCEL,"2022-08-18 07:08:11","2022-08-19 13:00:00",,"Сильные стороны:

Слабые стороны:

"
2505,1122,,,SPT-17198,2,TECH,AutomationCsharp,ENGLISH,J3,DONE,"2022-08-18 07:02:40","2022-08-22 08:00:00",60.0,"Сильные стороны: Сandidate has some experiece in Java and just now is working with C#

Слабые стороны: Candidate is not confident in explaining some terms on English. Some topics need to be revised and structured - such as how to start QA process on the Project, SOLID

"
2506,626,,954,SPT-17215,7,TECH,QAAutomationJava,ENGLISH,M3,DONE,"2022-08-18 10:14:56","2022-08-19 17:00:00",50.0,"Сильные стороны:
api testing with restassured
Слабые стороны:
CI configuration and usage, java (core, collections, interfaces usage), selenium
"
2507,1126,3115,,SPT-17214,2,TECH,DevOps,ENGLISH,S2,DONE,"2022-08-18 10:13:34","2022-08-23 07:00:00",90.0,"Сильные стороны: Containers, AWS, Containers orchestration 

Слабые стороны: Blockchain

Aleksei has great knowledge. 
"
2508,863,7763,1389,SPT-17211,5,TECH,Java,RUSSIAN,,CANCEL,"2022-08-18 09:57:09","2022-08-30 06:00:00",,"Сильные стороны:

Слабые стороны:

"
2509,1127,,164,SPT-17208,2,TECH,dotNET,RUSSIAN,M2,DONE,"2022-08-18 09:16:32","2022-08-19 09:00:00",60.0,"Сильные стороны:
- Неплохо понимает микросервисную архитектуру

Слабые стороны:
- Много пробелов в базовых знаниях .Net, плавает почти во всех темах что обсуждали
- Слабое понимание основ web
"
2510,1132,3639,1391,SPT-17233,2,TECH,Angular,RUSSIAN,S1,DONE,"2022-08-18 12:59:29","2022-08-19 10:00:00",80.0,"В общем, показал довольно неплохие знания, учитывая, что долго не было опыта работы с Angular. Но и хватает пробелов, которые хорошо было подтянуть перед собеседованием с заказчиком. Всё указано в матрице.
"
2511,1083,12576,,SPT-17232,4,TECH,Java,ENGLISH,S1,CANCEL,"2022-08-18 12:52:04","2022-08-23 07:00:00",,"Сильные стороны:

Слабые стороны:

"
2512,1131,,742,SPT-17231,2,TECH,React,ENGLISH,M1,DONE,"2022-08-18 12:47:00","2022-08-22 10:00:00",85.0,"Сильные стороны:
Theory, Soft skills
Слабые стороны:
Practical tasks(some problems with that, but in general it's ok)
"
2513,1134,3138,66,SPT-17230,2,TECH,Java,RUSSIAN,S1,CANCEL,"2022-08-18 12:46:14","2022-08-22 07:30:00",,"Сильные стороны:

Слабые стороны:

"
2514,1130,4372,,SPT-17228,2,TECH,React,ENGLISH,J3,DONE,"2022-08-18 12:32:45","2022-08-19 11:30:00",82.0,"Сильные стороны: Понимает все темы/вопросы

Слабые стороны: Не достаточно глубоко иногда отвечает на поставленные вопросы

"
2515,1133,3588,283,SPT-17226,2,TECH,iOS,RUSSIAN,,DONE,"2022-08-18 12:13:45","2022-08-19 15:00:00",70.0,"Сильные стороны:

Слабые стороны:

"
2516,1128,1133,1575,SPT-17225,2,TECH,Java,RUSSIAN,J2,DONE,"2022-08-18 12:04:49","2022-08-19 06:00:00",80.0,"Сильные стороны: Java Core, Spring

Слабые стороны: k8S, Ansible

"
2517,1087,7775,1157,SPT-17223,4,TECH,Android,RUSSIAN,,DONE,"2022-08-18 11:43:22","2022-08-23 10:00:00",85.0,"Сильные стороны:
Прошли оставшиеся после первого прогона темы: Coroutines, Android, IoC, Rx, Architecture
Достаточно хорошие знания по Android, Rx,IoC, архитектуре

Слабые стороны:
описал в матрице. Есть неуверенность в некоторых темах.
"
2518,956,11367,444,SPT-17219,6,TECH,React,RUSSIAN,,DONE,"2022-08-18 11:23:36","2022-08-22 11:00:00",87.0,"Сильные стороны: Хорошие знания, в основном критических замечаний нет, кроме this.

Слабые стороны: object.assign, this, git.

"
2519,1129,3256,1202,SPT-17218,2,TECH,Angular,ENGLISH,M2,DONE,"2022-08-18 11:20:36","2022-08-22 11:00:00",85.0,"Сильные стороны:
Elizabeth is a good Java developer who can create Java application on REST architecture. She has sufficient Java development experience. Elizabeth uses Spring, Spring Security and Java eco-system libraries with confidense. She knows SQL and Hibernate sufficiently.
Слабые стороны:
 1) Microservices orchestration/synchronization.
  2) CI/CD implementation - Kubernetes, GitLab CI/CD scrpits writing, Jenkins pipelines writing, Kubernetes kubectl commands, basic AWS terms.
  3) How to make a consise logging, use log tracers (Jaeger), metrics (Prometheus) and adding logging systems (Kibana).
  4) Front-end skills (CSS3, SASS, JavaScript, AngularJS, AngularJS routing) - needs a serious improvement, if she wants become a good full-stack programmer.
  5) Deeper knowlegde about Message Brockers (Kafka, RabbitMQ, ActiveMQ), Java publishers/listeners for this.



"
2520,1135,,326,SPT-17248,2,TECH,dotNET,RUSSIAN,S1,DONE,"2022-08-18 14:07:59","2022-08-19 13:00:00",70.0,"Валентин Егоров

микросервисы - ок
брокеры сообщения - rabbit mq, пользовался готовой инфраструктурой, об устройстве мало осведомлен
CI/CD - teamcity, azure, мало опыта
стат. анализаторы - не настраивал
в новом проекте предложил сразу MediatR применять, или сделать своими руками, веских причин для этого не услышал
DDD - говорит что есть опыт, но есть большие сомнения
Entity vs Value object - +/-
aggregate - нет
Repository - ок, но предложил из методов репозитория возвращать Array а не IEnumerable
Repository vs Unit Of Work - +/-
индексы, планирование запросов - ок
оптимизация EF - не предложил
кеширование не предложил
тестирование - юнит, интеграционное, 
предлагает для юнит-тестирования использовать бизнес-кейсы, писать юнит-тесты после деплоя на прод
забыл про логирование
забыл про обработку исключений
забыл про авторизацию
correlation id - не особо понимает как это делается
serilog - использовали, но, судя по всему, пользовался готовым
serilog enricher - не знает
ExceptionHandlerMiddleware - не вспомнил
обработка исключений - очень слабо, не предложил никаких вариантов
валидация jwt - +/-
Health checking - не предложил


Вроде бы есть хороший опыт и здравые рассуждения, но в беседе забыл о многих важных вещах, а некоторые совсем не знает.
"
2521,1084,3931,1095,SPT-17247,4,TECH,dotNET,ENGLISH,J2,DONE,"2022-08-18 13:57:50","2022-08-25 08:00:00",80.0,"Сильные стороны:
Blazor, .NET, C#, SQL

Слабые стороны:
OData
"
2522,1063,112,944,SPT-17246,4,TECH,Java,ENGLISH,M3,DONE,"2022-08-18 13:53:48","2022-08-19 10:00:00",85.0,"Candidate is almost ready for interview. Need to refresh knowledge of Java Core (Collections, Stream API), Spring Core (@Transactional and how in works). Read about Dispatcher servlet and filters in Spring and read about transactional isolation levels. More practice in solving live-coding tasks				"
2523,1139,,326,SPT-17245,2,TECH,dotNET,RUSSIAN,S1,DONE,"2022-08-18 13:43:34","2022-08-23 13:00:00",75.0,"Вадим Гущин

микросервисы - ок
DDD - нет, может быть только общее понимание
Entity vs Value object - нет
CI/CD - есть опыт работы с ажуром, настраивал
стат.анализаторы - есть опыт с sonar cube
editorconfig - настраивал для ангуляра
Repository - ок
Specification - ок
Repository vs Unit Of Work - +/-
очереди - azure message bus и rabbit mq - ок
вспомнил про кеширование
serilog - нет
correlation id - нет
ExceptionHandlerMiddleware - ок
Exception hierarchy - предложения не очень
JWT - +/-
валидация JWT - +/-
ключ идемпотентности - нет
вспомнил про кеширование - ок
декоратор - не вспомнил
план запроса и индексы - ок
миграции EF - ок
Health checking - не вспомнил сам, но вроде есть опыт
тестирование - юнит (xUnit, Mock), интеграционное

Хороший опыт, есть опыт лида, но в архитектурных вопросах плавает.


"
2524,1141,,1157,SPT-17243,2,TECH,Android,RUSSIAN,M1,DONE,"2022-08-18 13:37:05","2022-08-19 11:00:00",75.0,"Сильные стороны: kotlin, android core, java collections, java memory, 

Слабые стороны: java basics (static class, wildcards (?): отличие super и extends, пул String и Int), java concurrency (""CopyOnWriteArrayList vs Collections.synchronizedList(), ConcurrentHashMap vs Collections.synchronizedMap()"") 

"
2525,1142,2916,380,SPT-17242,2,TECH,React,RUSSIAN,M1,DONE,"2022-08-18 13:35:53","2022-08-19 06:00:00",92.0,"Сильные стороны: уверенные,  быстрые ответы, хорошая подготовка.

Слабые стороны: нужно подтянуть вопросы, указанные ниже.

"
2526,1137,11950,742,SPT-17240,2,TECH,React,ENGLISH,,DONE,"2022-08-18 13:28:34","2022-08-22 08:30:00",96.67,"Сильные стороны: js, react and redux 

Слабые стороны: function-generators, lazy loading, debounce, throttle"
2527,1094,10124,140,SPT-17237,4,TECH,SystemAnalyst,RUSSIAN,,DONE,"2022-08-18 13:24:47","2022-08-22 11:00:00",85.0,"Сильные стороны: REST

Слабые стороны: -

"
2528,1136,,1157,SPT-17236,2,TECH,QAManual,RUSSIAN,,CANCEL,"2022-08-18 13:19:11","2022-08-24 06:00:00",,"Сильные стороны:

Слабые стороны:

"
